Etch_Avgcf4Flow,Etch_AvgO2Flow,Etch_Avg_Rf2_Pow,Etch_Avg_Rf1_Pow,Etch_AvgPres,Pred_AvgEtchRate,Unc_AvgEtchRate,Pred_ThicknessRange,Unc_ThicknessRange
54.5,83.7,641.0,6.0,96.0,43.6719666016374,37.90299970521274,0.773349301608981,5.825978410507506
12.0,78.30000000000001,108.0,79.0,8.1,51.01388114529532,32.37961997269006,2.502329634034348,5.235810846404438
11.700000000000001,18.8,82.0,35.0,10.700000000000001,55.5322576732853,28.596886434897023,2.959126410437676,4.772335563445914
