Iteration,Target,Model,RMSE,R2,Params
1,AvgEtchRate,RF,17.791843070220644,0.8849364602349514,{}
1,AvgEtchRate,ET,12.267500006918512,0.9452973978826521,{}
1,AvgEtchRate,GPR,12.546398798209239,0.9427818216049201,{}
1,ThicknessRange,RF,3.6805608170808344,0.31241438345022454,{}
1,ThicknessRange,ET,3.2844632591674934,0.4524451845393852,{}
1,ThicknessRange,GPR,2.7983330859752007,0.6025361808870087,{}
