idruns,LOTNAME,run_start_time,run_end_time,Initial_AvgO2Flow,Initial_Avg_Rf1_Pow,Initial_Avg_Rf2_Pow,Initial_Avg_ChTemp,Initial_Avg_ElecTemp,Initial_AvgPres,Initial_Avgcf4Flow,Initial_duration,Chuck_AvgO2Flow,Chuck_Avg_Rf1_Pow,Chuck_Avg_Rf2_Pow,Chuck_Avg_ChTemp,Chuck_Avg_ElecTemp,Chuck_AvgPres,Chuck_Avgcf4Flow,Chuck_duration,Gas Stab_AvgO2Flow,Gas Stab_Avg_Rf1_Pow,Gas Stab_Avg_Rf2_Pow,Gas Stab_Avg_ChTemp,Gas Stab_Avg_ElecTemp,Gas Stab_AvgPres,Gas Stab_Avgcf4Flow,Gas Stab_duration,Etch_AvgO2Flow,Etch_Avg_Rf1_Pow,Etch_Avg_Rf2_Pow,Etch_Avg_ChTemp,Etch_Avg_ElecTemp,Etch_AvgPres,Etch_Avgcf4Flow,Etch_duration,Dechuck_AvgO2Flow,Dechuck_Avg_Rf1_Pow,Dechuck_Avg_Rf2_Pow,Dechuck_Avg_ChTemp,Dechuck_Avg_ElecTemp,Dechuck_AvgPres,Dechuck_Avgcf4Flow,Dechuck_duration,End_AvgO2Flow,End_Avg_Rf1_Pow,End_Avg_Rf2_Pow,End_Avg_ChTemp,End_Avg_ElecTemp,End_AvgPres,End_Avgcf4Flow,End_duration,FIMAP_FILE,AvgEtchRate,MinEtchRate,MaxEtchRate,RangeEtchRate,NonUniformityPct,UniformityScore,X_1_mm,Y_1_mm,Rate_1_nm_per_min,X_2_mm,Y_2_mm,Rate_2_nm_per_min,X_3_mm,Y_3_mm,Rate_3_nm_per_min,X_4_mm,Y_4_mm,Rate_4_nm_per_min,X_5_mm,Y_5_mm,Rate_5_nm_per_min,X_6_mm,Y_6_mm,Rate_6_nm_per_min,X_7_mm,Y_7_mm,Rate_7_nm_per_min,X_8_mm,Y_8_mm,Rate_8_nm_per_min,X_9_mm,Y_9_mm,Rate_9_nm_per_min,X_10_mm,Y_10_mm,Rate_10_nm_per_min,X_11_mm,Y_11_mm,Rate_11_nm_per_min,X_12_mm,Y_12_mm,Rate_12_nm_per_min,X_13_mm,Y_13_mm,Rate_13_nm_per_min,X_14_mm,Y_14_mm,Rate_14_nm_per_min,X_15_mm,Y_15_mm,Rate_15_nm_per_min,X_16_mm,Y_16_mm,Rate_16_nm_per_min,X_17_mm,Y_17_mm,Rate_17_nm_per_min,X_18_mm,Y_18_mm,Rate_18_nm_per_min,X_19_mm,Y_19_mm,Rate_19_nm_per_min,X_20_mm,Y_20_mm,Rate_20_nm_per_min,X_21_mm,Y_21_mm,Rate_21_nm_per_min,X_22_mm,Y_22_mm,Rate_22_nm_per_min,X_23_mm,Y_23_mm,Rate_23_nm_per_min,X_24_mm,Y_24_mm,Rate_24_nm_per_min,X_25_mm,Y_25_mm,Rate_25_nm_per_min,X_26_mm,Y_26_mm,Rate_26_nm_per_min,X_27_mm,Y_27_mm,Rate_27_nm_per_min,X_28_mm,Y_28_mm,Rate_28_nm_per_min,X_29_mm,Y_29_mm,Rate_29_nm_per_min,X_30_mm,Y_30_mm,Rate_30_nm_per_min,X_31_mm,Y_31_mm,Rate_31_nm_per_min,X_32_mm,Y_32_mm,Rate_32_nm_per_min,X_33_mm,Y_33_mm,Rate_33_nm_per_min,X_34_mm,Y_34_mm,Rate_34_nm_per_min,X_35_mm,Y_35_mm,Rate_35_nm_per_min,X_36_mm,Y_36_mm,Rate_36_nm_per_min,X_37_mm,Y_37_mm,Rate_37_nm_per_min,X_38_mm,Y_38_mm,Rate_38_nm_per_min,X_39_mm,Y_39_mm,Rate_39_nm_per_min,X_40_mm,Y_40_mm,Rate_40_nm_per_min,X_41_mm,Y_41_mm,Rate_41_nm_per_min,run_date,last_clean_date,days_since_last_clean,cleaned,runs_since_last_clean
1872,etch11/27/2024_400W,2024-11-27 13:09:23.648000+00:00,2024-11-27 13:16:16.997000+00:00,0.0,0.0,0.0,49.760869565217384,14.899999999999995,0.012231222951564678,0.0,24.044,0.28600203166077354,0.0,0.0,49.85357142857145,14.914285714285715,0.015792480560276868,0.0,30.0,9.992065187536243,0.0,0.0,49.919999999999995,15.0,5.036,44.980010376293265,10.495,9.999292230312166,99.62056737588652,398.02127659574467,49.811347517730496,15.091134751773053,4.995780141843971,44.988124836720594,301.028,0.0,0.0,0.0,50.09999999999999,15.0,1.0394889390173505,0.0,30.0,0.0,0.0,0.0,50.037499999999994,15.0,0.0026313411272853044,0.0,17.782,11_27_2024.fimap,126.84025073170731,125.91578,127.48254,1.5667600000000022,0.6176115195932619,99.38238848040673,0.0,0.0,127.37537999999999,12.498,0.0,127.24742,0.0,12.498,127.45594000000001,-12.498,0.0,127.36268,0.0,-12.498,127.19536000000001,23.091,-9.561,126.82394,23.091,9.561,127.04698,9.561,23.091,127.4446,-9.561,23.091,127.48254,-23.091,9.561,127.24964,-23.091,-9.561,127.07176,-9.561,-23.091,127.06258,9.561,-23.091,126.88462,37.495,0.0,126.59831999999999,32.464,18.748,126.79195999999999,18.748,32.464,127.17938,0.0,37.495,127.35734,-18.748,32.464,127.15718,-32.464,18.748,127.14993999999999,-37.495,0.0,127.05416,-32.464,-18.748,126.92374,-18.748,-32.464,126.77835999999999,0.0,-37.495,126.67072,18.748,-32.464,126.5258,32.464,-18.748,126.40074,49.04,-9.749,125.91578,49.04,9.749,126.05958000000001,41.573,27.778,126.39254000000001,27.778,41.573,126.70450000000001,9.749,49.04,126.99874,-9.749,49.04,127.03094000000002,-27.778,41.573,126.79614,-41.573,27.778,126.78900000000002,-49.04,9.749,126.74506,-49.04,-9.749,126.67983999999998,-41.573,-27.778,126.64146000000001,-27.778,-41.573,126.48388,-9.749,-47.29,126.56846,9.749,-47.29,126.35106,27.778,-41.573,126.04860000000001,41.573,-27.778,125.95362,2024-11-27,2024-09-27,61,False,17
1873,etch11/27/2024_300W,2024-11-27 13:19:39.754000+00:00,2024-11-27 13:26:36.379000+00:00,0.0,0.0,0.0,49.830769230769235,14.899999999999999,0.021213401138242126,0.0,26.545,0.0,0.0,0.0,49.95555555555556,14.925925925925926,0.01470151402868114,0.0,30.0,9.992065187536245,0.0,0.0,50.0,15.0,4.997999999999999,44.981231116672305,10.565,10.01129401293943,99.61702127659575,298.93617021276594,49.75,15.060283687943262,4.997624113475177,44.96188108300454,300.794,0.0,0.0,0.0,50.0655172413793,15.0,1.2327816836310397,0.0,30.0,0.0,0.0,0.0,50.09411764705882,15.0,0.002023772361795608,0.0,18.721,11_27_2024_300W.fimap,98.95165268292683,98.1236,99.32164,1.198040000000006,0.6053663418027562,99.39463365819725,0.0,0.0,99.08378,12.498,0.0,98.96340000000001,0.0,12.498,99.17920000000001,-12.498,0.0,99.178,0.0,-12.498,99.0016,23.091,-9.561,98.7332,23.091,9.561,98.89320000000001,9.561,23.091,99.1935,-9.561,23.091,99.32164,-23.091,9.561,99.17060000000001,-23.091,-9.561,99.08798,-9.561,-23.091,99.059,9.561,-23.091,98.8172,37.495,0.0,98.5878,32.464,18.748,98.76480000000001,18.748,32.464,99.10452000000001,0.0,37.495,99.28146000000001,-18.748,32.464,99.28493999999999,-32.464,18.748,99.26446,-37.495,0.0,99.26354,-32.464,-18.748,99.17999999999999,-18.748,-32.464,99.11280000000001,0.0,-37.495,98.865,18.748,-32.464,98.6784,32.464,-18.748,98.53880000000001,49.04,-9.749,98.1236,49.04,9.749,98.268,41.573,27.778,98.5008,27.778,41.573,98.8154,9.749,49.04,99.13862,-9.749,49.04,99.2726,-27.778,41.573,99.19594,-41.573,27.778,99.22776,-49.04,9.749,99.1774,-49.04,-9.749,99.20462,-41.573,-27.778,99.1778,-27.778,-41.573,99.0226,-9.749,-47.29,98.9702,9.749,-47.29,98.713,27.778,-41.573,98.3952,41.573,-27.778,98.2054,2024-11-27,2024-09-27,61,False,18
1949,etch11/30/2024_400W,2024-11-30 23:18:30.361000+00:00,2024-11-30 23:25:24.967000+00:00,0.0,0.0,0.0,49.783333333333324,14.9,0.019486078539588336,0.0,25.271,0.0,0.0,0.0,49.55,14.924999999999999,0.019212865606025618,0.0,30.0,9.987598387512936,0.0,0.0,49.5,15.0,4.757272727272727,44.967636507905716,12.031,10.000465097579852,100.0,400.0,49.77306273062731,15.106273062730624,5.007380073800738,44.99787552885146,299.805,0.005998465655627034,0.0,0.0,49.5,15.0,1.3276736621194822,0.0,30.0,0.0,0.0,0.0,49.53125,15.0,0.0026597244282830458,0.0,17.499,11_30_2024.fimap,128.99258292682927,128.11204,129.70891999999998,1.5968799999999703,0.6189813258122743,99.38101867418773,0.0,0.0,129.6191,12.498,0.0,129.54023999999998,0.0,12.498,129.70891999999998,-12.498,0.0,129.60078000000001,0.0,-12.498,129.43548,23.091,-9.561,129.09542,23.091,9.561,129.3211,9.561,23.091,129.62222,-9.561,23.091,129.5884,-23.091,9.561,129.33352,-23.091,-9.561,129.25588,-9.561,-23.091,129.30346,9.561,-23.091,129.20416,37.495,0.0,128.8144,32.464,18.748,128.97719999999998,18.748,32.464,129.36436,0.0,37.495,129.48104,-18.748,32.464,129.23686,-32.464,18.748,129.1695,-37.495,0.0,129.11002000000002,-32.464,-18.748,129.04792,-18.748,-32.464,128.96706,0.0,-37.495,128.90362,18.748,-32.464,128.84394,32.464,-18.748,128.6969,49.04,-9.749,128.11204,49.04,9.749,128.20816,41.573,27.778,128.52496000000002,27.778,41.573,128.80506,9.749,49.04,129.09532,-9.749,49.04,129.02138,-27.778,41.573,128.7815,-41.573,27.778,128.74964,-49.04,9.749,128.67726,-49.04,-9.749,128.64766,-41.573,-27.778,128.61756,-27.778,-41.573,128.51192,-9.749,-47.29,128.64354,9.749,-47.29,128.57148,27.778,-41.573,128.30136,41.573,-27.778,128.18556,2024-11-30,2024-09-27,64,False,19
1951,etch11/30/2024_250W,2024-11-30 23:28:47.275000+00:00,2024-11-30 23:35:40.454000+00:00,0.0,0.0,0.0,50.095652173913045,14.899999999999995,0.01920810397845434,0.0,24.379,0.3324337639349693,0.0,0.0,49.87857142857144,14.935714285714285,0.0178978054511413,0.12894070253608822,30.0,9.995117038483844,0.0,0.0,49.620000000000005,15.0,5.038,44.988555558946544,10.862,10.000759050107494,99.97069597069597,250.0,49.74395604395605,15.04249084249084,4.9996336996337,44.998424328237896,300.016,0.01083933267595762,0.0,0.0,49.93448275862068,15.0,1.421156385859474,0.0,30.0,0.0,0.0,0.0,49.6375,14.975,0.0021507869989314645,0.0,17.922,11_30_2024_250W.fimap,83.76671365853659,83.0072,84.25262000000001,1.24542000000001,0.7433859737393973,99.2566140262606,0.0,0.0,84.1306,12.498,0.0,84.0514,0.0,12.498,84.1644,-12.498,0.0,84.175,0.0,-12.498,84.01638,23.091,-9.561,83.76660000000001,23.091,9.561,83.9126,9.561,23.091,84.19800000000001,-9.561,23.091,84.25262000000001,-23.091,9.561,84.0498,-23.091,-9.561,83.95700000000001,-9.561,-23.091,83.997,9.561,-23.091,83.8574,37.495,0.0,83.48859999999999,32.464,18.748,83.7048,18.748,32.464,83.96900000000001,0.0,37.495,84.1608,-18.748,32.464,84.06282,-32.464,18.748,84.0668,-37.495,0.0,84.02338,-32.464,-18.748,83.9336,-18.748,-32.464,83.87237999999999,0.0,-37.495,83.7212,18.748,-32.464,83.52158,32.464,-18.748,83.454,49.04,-9.749,83.0072,49.04,9.749,83.10560000000001,41.573,27.778,83.2774,27.778,41.573,83.54418,9.749,49.04,83.80258,-9.749,49.04,83.8812,-27.778,41.573,83.7606,-41.573,27.778,83.74600000000001,-49.04,9.749,83.73198,-49.04,-9.749,83.70582,-41.573,-27.778,83.6438,-27.778,-41.573,83.57358,-9.749,-47.29,83.58597999999999,9.749,-47.29,83.41398000000001,27.778,-41.573,83.1332,41.573,-27.778,83.0144,2024-11-30,2024-09-27,64,False,20
2008,etch12/4/2024_400W,2024-12-04 13:22:53.949000+00:00,2024-12-04 13:29:48.076000+00:00,0.0,0.0,0.0,49.99130434782609,14.899999999999995,0.02125192617251594,0.0,24.441,0.0,0.0,0.0,50.078571428571415,14.899999999999997,0.011298770139023969,0.0,30.0,9.846103479942402,0.0,0.0,50.1,15.0,4.668181818181818,44.93600823444877,12.17,10.00054255127959,100.0,400.0,49.71296296296296,15.10259259259259,4.996740740740741,44.99833278513052,299.162,0.0,0.0,0.0,50.08620689655171,15.0,1.1929161326610365,0.0,30.0,0.0,0.0,0.0,50.00588235294117,15.0,0.0027582555988936172,0.0,18.354,12_04_2024.fimap,128.45888975609756,127.55447999999998,129.11374,1.5592600000000232,0.606910118466912,99.39308988153309,0.0,0.0,129.02148,12.498,0.0,128.89798000000002,0.0,12.498,129.11374,-12.498,0.0,129.00158,0.0,-12.498,128.85384,23.091,-9.561,128.46368,23.091,9.561,128.74290000000002,9.561,23.091,129.03504,-9.561,23.091,129.08912,-23.091,9.561,128.87884,-23.091,-9.561,128.6824,-9.561,-23.091,128.67394,9.561,-23.091,128.57750000000001,37.495,0.0,128.20306,32.464,18.748,128.39406,18.748,32.464,128.81462,0.0,37.495,128.94952,-18.748,32.464,128.76204,-32.464,18.748,128.67734000000002,-37.495,0.0,128.60296,-32.464,-18.748,128.51412,-18.748,-32.464,128.41292,0.0,-37.495,128.34742,18.748,-32.464,128.2101,32.464,-18.748,128.09300000000002,49.04,-9.749,127.55447999999998,49.04,9.749,127.6949,41.573,27.778,128.0029,27.778,41.573,128.37852,9.749,49.04,128.66164,-9.749,49.04,128.67424,-27.778,41.573,128.41898,-41.573,27.778,128.41092,-49.04,9.749,128.27364,-49.04,-9.749,128.23648,-41.573,-27.778,128.12092,-27.778,-41.573,128.0404,-9.749,-47.29,128.11714,9.749,-47.29,127.98832,27.778,-41.573,127.66448,41.573,-27.778,127.56332,2024-12-04,2024-09-27,68,False,21
2009,etch12/4/2024_200W,2024-12-04 13:33:24.724000+00:00,2024-12-04 13:40:16.552000+00:00,0.0,0.0,0.0,49.81904761904761,14.899999999999997,0.02149097175638692,0.0,21.715,0.12546498340132187,0.0,0.0,49.8925925925926,14.903703703703703,0.017662390887467676,0.007234017060977111,30.0,9.992370372631004,0.0,0.0,49.94,15.0,5.0280000000000005,44.980315561388025,10.817,10.000356608224294,100.0,200.0,49.74212454212455,15.076556776556775,5.0026739926739925,44.99776477070709,299.895,0.01083933267595762,0.0,0.0,49.80344827586206,14.99655172413793,1.1760553395597084,0.0,30.0,0.0,0.0,0.0,49.9,15.0,0.0019799426551456467,0.0,19.401,12_04_2024_200W.fimap,68.98821463414635,68.44318,69.31018,0.8670000000000044,0.6283681963635532,99.37163180363645,0.0,0.0,69.2966,12.498,0.0,69.14738,0.0,12.498,69.299,-12.498,0.0,69.31018,0.0,-12.498,69.171,23.091,-9.561,68.89439999999999,23.091,9.561,69.0866,9.561,23.091,69.2774,-9.561,23.091,69.3062,-23.091,9.561,69.14182,-23.091,-9.561,69.075,-9.561,-23.091,69.10262,9.561,-23.091,68.9718,37.495,0.0,68.76921999999999,32.464,18.748,68.9456,18.748,32.464,69.175,0.0,37.495,69.2722,-18.748,32.464,69.16481999999999,-32.464,18.748,69.1154,-37.495,0.0,69.10262,-32.464,-18.748,69.06917999999999,-18.748,-32.464,69.0586,0.0,-37.495,68.86580000000001,18.748,-32.464,68.721,32.464,-18.748,68.703,49.04,-9.749,68.47478,49.04,9.749,68.61502,41.573,27.778,68.82338,27.778,41.573,69.01622,9.749,49.04,69.1986,-9.749,49.04,69.2406,-27.778,41.573,69.0462,-41.573,27.778,69.0304,-49.04,9.749,68.985,-49.04,-9.749,68.92038,-41.573,-27.778,68.9002,-27.778,-41.573,68.83239999999999,-9.749,-47.29,68.7918,9.749,-47.29,68.66319999999999,27.778,-41.573,68.493,41.573,-27.778,68.44318,2024-12-04,2024-09-27,68,False,22
2078,etch12/9/2024_400W,2024-12-09 08:32:57.557000+00:00,2024-12-09 08:39:52.636000+00:00,0.0,0.0,0.0,50.056,14.872,0.04362849589585683,0.0,25.403,0.15677471349336333,0.0,0.0,50.06666666666666,14.899999999999999,0.01922343414208662,0.0,30.0,9.992370372631003,0.0,0.0,49.92,14.99,5.008000000000001,44.979705191198505,11.172,10.000300630093362,100.0,400.0,49.7544776119403,15.10559701492537,4.999067164179104,44.99825543445835,299.867,0.0,0.0,0.0,49.831034482758625,15.0,1.195346860129765,0.0,30.0,0.0,0.0,0.0,49.6,15.0,0.00298869808079464,0.0,18.637,12_09_2024.fimap,124.27742341463414,123.17986,124.74770000000001,1.567840000000004,0.630782308211012,99.36921769178899,0.0,0.0,124.69312,12.498,0.0,124.56461999999999,0.0,12.498,124.74770000000001,-12.498,0.0,124.6763,0.0,-12.498,124.59128000000001,23.091,-9.561,124.14061999999998,23.091,9.561,124.354,9.561,23.091,124.65862,-9.561,23.091,124.70662,-23.091,9.561,124.4446,-23.091,-9.561,124.54866,-9.561,-23.091,124.57148,9.561,-23.091,124.32827999999999,37.495,0.0,123.88162,32.464,18.748,124.08250000000001,18.748,32.464,124.46764,0.0,37.495,124.61096,-18.748,32.464,124.44908000000001,-32.464,18.748,124.35766000000001,-37.495,0.0,124.62674,-32.464,-18.748,124.5429,-18.748,-32.464,124.49074,0.0,-37.495,124.42996000000001,18.748,-32.464,124.11596,32.464,-18.748,123.89136,49.04,-9.749,123.17986,49.04,9.749,123.27194,41.573,27.778,123.66282000000001,27.778,41.573,123.79885999999999,9.749,49.04,124.096,-9.749,49.04,124.35502,-27.778,41.573,124.04892,-41.573,27.778,124.07646,-49.04,9.749,124.36254,-49.04,-9.749,124.51006,-41.573,-27.778,124.46962,-27.778,-41.573,124.51102,-9.749,-47.29,124.60274,9.749,-47.29,124.21342,27.778,-41.573,123.73006000000001,41.573,-27.778,123.51199999999999,2024-12-09,2024-09-27,73,False,23
2079,etch12/9/2024_150W,2024-12-09 08:42:37.271000+00:00,2024-12-09 08:49:35.873000+00:00,0.0,0.0,0.0,49.87777777777779,14.899999999999999,0.022087290096606513,0.0,28.822,0.0,0.0,0.0,49.94814814814816,14.914814814814816,0.02140691847798916,0.0,30.0,9.989263033484363,0.0,0.0,50.0,15.0,4.7681818181818185,44.962365128996225,12.357,10.01199978716461,99.62825278810409,149.44237918215615,49.71524163568774,15.054275092936802,4.9980297397769515,44.96008371828447,299.402,0.0,0.0,0.0,49.893103448275866,15.0,1.1858383538257735,0.0,30.0,0.0,0.0,0.0,49.96875,14.975,0.001986502254307072,0.0,18.021,12_09_2024_150W.fimap,57.704805365853666,57.03702,58.16182,1.1248000000000005,0.9746155392680619,99.02538446073194,0.0,0.0,58.0142,12.498,0.0,57.882619999999996,0.0,12.498,58.074,-12.498,0.0,57.976800000000004,0.0,-12.498,57.860400000000006,23.091,-9.561,57.809979999999996,23.091,9.561,57.9154,9.561,23.091,57.9702,-9.561,23.091,58.007000000000005,-23.091,9.561,57.96061999999999,-23.091,-9.561,57.75178,-9.561,-23.091,57.65998,9.561,-23.091,57.6854,37.495,0.0,57.782000000000004,32.464,18.748,57.894000000000005,18.748,32.464,57.974419999999995,0.0,37.495,58.00320000000001,-18.748,32.464,57.95062,-32.464,18.748,57.873000000000005,-37.495,0.0,57.6048,-32.464,-18.748,57.4862,-18.748,-32.464,57.42778,0.0,-37.495,57.4294,18.748,-32.464,57.517999999999994,32.464,-18.748,57.563599999999994,49.04,-9.749,57.641380000000005,49.04,9.749,57.74002,41.573,27.778,57.7826,27.778,41.573,58.102779999999996,9.749,49.04,58.16182,-9.749,49.04,57.95478000000001,-27.778,41.573,57.9156,-41.573,27.778,57.77662,-49.04,9.749,57.415020000000005,-49.04,-9.749,57.2384,-41.573,-27.778,57.178,-27.778,-41.573,57.080200000000005,-9.749,-47.29,57.03702,9.749,-47.29,57.23078,27.778,-41.573,57.244600000000005,41.573,-27.778,57.322,2024-12-09,2024-09-27,73,False,24
2236,etch12/13/2024_400W,2024-12-13 13:26:15.714000+00:00,2024-12-13 13:33:03.094000+00:00,0.0,0.0,0.0,49.934999999999995,14.899999999999997,0.03355239164182523,0.0,19.474,0.0,0.0,0.0,50.02758620689654,14.899999999999997,0.016239595699084196,0.0,30.0,9.74039846075736,0.0,0.0,50.1,14.9,4.628181818181819,43.59957496039534,11.117,10.000350397701407,99.97643097643098,399.5084175084175,49.82457912457913,15.082828282828281,5.006801346801347,44.997651513353325,300.308,0.0,0.0,0.0,49.80333333333332,15.0,1.1119511257288945,0.0,30.0,0.0,0.0,0.0,49.58125,15.0,0.0032048810531492035,0.0,16.481,12_13_2024.fimap,117.29533707317071,116.55036,118.47026000000001,1.9199000000000126,0.8184042298298475,99.18159577017015,0.0,0.0,116.74358,12.498,0.0,116.61076,0.0,12.498,116.7951,-12.498,0.0,116.99459999999999,0.0,-12.498,116.86836000000001,23.091,-9.561,116.57724,23.091,9.561,116.55036,9.561,23.091,116.75906,-9.561,23.091,117.0873,-23.091,9.561,117.32003999999999,-23.091,-9.561,117.38228,-9.561,-23.091,117.27224000000001,9.561,-23.091,116.91214,37.495,0.0,116.57246,32.464,18.748,116.62454,18.748,32.464,116.87331999999999,0.0,37.495,117.17974,-18.748,32.464,117.51214,-32.464,18.748,117.75237999999999,-37.495,0.0,117.86768,-32.464,-18.748,117.84882,-18.748,-32.464,117.75622000000001,0.0,-37.495,117.51468,18.748,-32.464,117.08879999999999,32.464,-18.748,116.75108,49.04,-9.749,116.65884000000001,49.04,9.749,116.59315999999998,41.573,27.778,116.75891999999999,27.778,41.573,116.94532,9.749,49.04,117.29978000000001,-9.749,49.04,117.70201999999999,-27.778,41.573,118.00074,-41.573,27.778,118.21728,-49.04,9.749,118.3019,-49.04,-9.749,118.40468000000001,-41.573,-27.778,118.47026000000001,-27.778,-41.573,118.36844,-9.749,-47.29,118.15306000000001,9.749,-47.29,117.79566,27.778,-41.573,117.33378,41.573,-27.778,116.89005999999999,2024-12-13,2024-09-27,77,False,25
2238,etch12/13/2024_100W,2024-12-13 13:35:47.505000+00:00,2024-12-13 13:42:32.970000+00:00,0.0,0.0,0.0,49.89999999999999,14.87142857142857,0.028761114053914905,0.0,20.564,0.028519020924121518,0.0,0.0,50.00689655172413,14.896551724137927,0.030118069882730688,0.0,30.0,9.992869766422428,0.0,0.0,50.1,14.9,5.0636363636363635,44.980121352691356,11.116,10.00075059036821,100.0,100.0,49.730743243243246,15.025675675675677,4.999391891891892,44.99810908964939,299.314,0.0,0.0,0.0,50.04999999999998,15.0,1.270387227405898,0.0,30.0,0.0,0.0,0.0,50.10000000000001,15.0,0.0024529120603589798,0.0,14.471,12_13_2024_100W.fimap,35.03549317073171,34.6666,35.4664,0.7997999999999976,1.1414139314415905,98.85858606855841,0.0,0.0,34.73702,12.498,0.0,34.753,0.0,12.498,34.70358,-12.498,0.0,34.7864,0.0,-12.498,34.8844,23.091,-9.561,34.9188,23.091,9.561,34.7258,9.561,23.091,34.6666,-9.561,23.091,34.72338,-23.091,9.561,34.8748,-23.091,-9.561,34.980399999999996,-9.561,-23.091,34.9898,9.561,-23.091,34.9208,37.495,0.0,34.9248,32.464,18.748,34.803,18.748,32.464,34.73162,0.0,37.495,34.8094,-18.748,32.464,34.89338,-32.464,18.748,35.001,-37.495,0.0,35.0894,-32.464,-18.748,35.1798,-18.748,-32.464,35.1666,0.0,-37.495,35.147800000000004,18.748,-32.464,35.1178,32.464,-18.748,35.04182,49.04,-9.749,35.268,49.04,9.749,35.142219999999995,41.573,27.778,35.0438,27.778,41.573,34.9684,9.749,49.04,34.9502,-9.749,49.04,35.02758,-27.778,41.573,35.13418,-41.573,27.778,35.2702,-49.04,9.749,35.303399999999996,-49.04,-9.749,35.3598,-41.573,-27.778,35.4664,-27.778,-41.573,35.46182,-9.749,-47.29,35.45458,9.749,-47.29,35.4388,27.778,-41.573,35.32242,41.573,-27.778,35.27222,2024-12-13,2024-09-27,77,False,26
2286,etch12/18/2024_400W,2024-12-18 12:48:48.685000+00:00,2024-12-18 12:55:40.157000+00:00,0.0,0.0,0.0,49.83181818181819,14.899999999999995,0.03331732455256953,0.0,22.032,0.0,0.0,0.0,49.56551724137931,14.927586206896551,0.027351615761058427,0.0,30.0,9.990650238460539,0.0,0.0,49.5,15.0,4.836363636363637,44.977069501743756,11.212,10.000458815686695,100.0,400.0,49.78061224489796,15.092517006802723,4.999183673469387,44.99783982931229,299.258,0.031434064760277096,0.0,0.0,49.53333333333333,15.0,1.2384926364515616,0.026551103244117566,30.0,0.0,0.0,0.0,49.5,15.0,0.00340656779679108,0.0,18.97,12_18_2024.fimap,128.80596292682927,127.73452,129.40246,1.6679399999999873,0.6474622611017989,99.3525377388982,0.0,0.0,129.20846,12.498,0.0,129.09197999999998,0.0,12.498,129.29757999999998,-12.498,0.0,129.28199999999998,0.0,-12.498,129.06976,23.091,-9.561,128.62583999999998,23.091,9.561,128.81716,9.561,23.091,129.24992,-9.561,23.091,129.40246,-23.091,9.561,129.2318,-23.091,-9.561,129.08096,-9.561,-23.091,128.92922000000002,9.561,-23.091,128.74161999999998,37.495,0.0,128.32536,32.464,18.748,128.5931,18.748,32.464,129.06016,0.0,37.495,129.28088,-18.748,32.464,129.2619,-32.464,18.748,129.25386,-37.495,0.0,129.15022,-32.464,-18.748,128.97827999999998,-18.748,-32.464,128.83002,0.0,-37.495,128.62966,18.748,-32.464,128.38554,32.464,-18.748,128.25362,49.04,-9.749,127.73452,49.04,9.749,127.86364,41.573,27.778,128.18652,27.778,41.573,128.60218,9.749,49.04,129.05126,-9.749,49.04,129.21913999999998,-27.778,41.573,129.10358000000002,-41.573,27.778,129.16140000000001,-49.04,9.749,129.05374,-49.04,-9.749,128.97398,-41.573,-27.778,128.83978,-27.778,-41.573,128.67036000000002,-9.749,-47.29,128.60414,9.749,-47.29,128.3243,27.778,-41.573,127.87554,41.573,-27.778,127.74904,2024-12-18,2024-09-27,82,False,27
2288,etch12/18/2024_50W_correct,2024-12-18 13:17:03.825000+00:00,2024-12-18 13:23:53.562000+00:00,0.0,0.0,0.0,49.89999999999999,15.0,0.03775222235475436,0.0,20.839,0.0,0.0,0.0,49.98620689655172,15.0,0.025585938960182013,0.0,30.0,9.978442834670137,0.0,0.0,50.0,15.018181818181818,4.697272727272727,44.95237725316772,11.294,10.000729340650205,100.0,50.0,49.70542372881357,15.035593220338983,5.000881355932203,44.99756627818504,299.845,0.0,0.0,0.0,49.86333333333335,15.0,1.1139038650649105,0.0,30.0,0.0,0.0,0.0,49.9,15.0,0.0023409071955848566,0.0,17.759,12_18_2024_50W.fimap,19.399148536585365,19.352198,19.473194,0.1209959999999981,0.31185904827680594,99.6881409517232,0.0,0.0,19.407398,12.498,0.0,19.422192000000003,0.0,12.498,19.44021,-12.498,0.0,19.427612,0.0,-12.498,19.398804000000002,23.091,-9.561,19.409814,23.091,9.561,19.399804,9.561,23.091,19.401196,-9.561,23.091,19.376806,-23.091,9.561,19.403418,-23.091,-9.561,19.399610000000003,-9.561,-23.091,19.42522,9.561,-23.091,19.449218,37.495,0.0,19.381396000000002,32.464,18.748,19.353614,18.748,32.464,19.373388,0.0,37.495,19.39358,-18.748,32.464,19.389599999999998,-32.464,18.748,19.367016,-37.495,0.0,19.403394,-32.464,-18.748,19.398388,-18.748,-32.464,19.400782,0.0,-37.495,19.441992,18.748,-32.464,19.435206,32.464,-18.748,19.385596,49.04,-9.749,19.392578,49.04,9.749,19.357618,41.573,27.778,19.366822,27.778,41.573,19.352198,9.749,49.04,19.389208,-9.749,49.04,19.373607999999997,-27.778,41.573,19.4,-41.573,27.778,19.381006,-49.04,9.749,19.377612,-49.04,-9.749,19.364404,-41.573,-27.778,19.435986,-27.778,-41.573,19.408618,-9.749,-47.29,19.419996,9.749,-47.29,19.473194,27.778,-41.573,19.420996,41.573,-27.778,19.365992,2024-12-18,2024-09-27,82,False,28
